,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
756,20002,49.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,3,1,Washington,2.0,0,0,0,0
757,20002,59.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,66,2,Washington,2.0,5,24,51,51
761,20002,65.0,6,1.0,1.0,3.0,Real Bed,f,t,House,strict,f,3,3,9,2,Washington,2.0,18,36,52,321
763,20002,1000.0,16,1.0,1.0,1.0,Real Bed,f,f,Other,strict,f,1,1,0,1,Washington,16.0,29,59,89,364
768,20002,55.0,2,1.0,1.0,1.0,Futon,f,t,House,moderate,f,1,1,4,3,Washington,2.0,6,10,10,219
769,20002,55.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
770,20002,34.0,1,1.0,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,3,3,0,1,Washington,1.0,17,47,77,352
774,20002,44.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,4,2,Washington,2.0,20,42,60,280
776,20002,43.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,4,0,1,Washington,1.0,26,56,86,361
779,20002,46.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,4,2,Washington,2.0,11,36,66,66
782,20002,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,27,1,Washington,2.0,18,41,71,346
788,20002,59.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,2,2,26,2,Washington,2.0,17,45,75,75
789,20002,94.0,3,1.5,1.0,2.0,Real Bed,f,t,House,moderate,f,2,2,15,2,Washington,1.5,7,37,58,333
791,20002,70.0,2,2.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,14,2,Washington,2.0,24,43,43,173
794,20002,71.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,f,2,2,27,2,Washington,2.0,10,38,66,156
795,20002,74.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,3,1,Washington,2.0,1,27,57,332
796,20002,129.0,2,1.5,1.0,1.0,Real Bed,f,t,House,strict,t,1,1,11,3,Washington,2.0,28,58,88,363
797,20002,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,1,Washington,2.0,30,60,90,365
798,20002,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,4,4,1,Washington,2.0,24,53,83,358
799,20002,60.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,1,Washington,3.0,27,55,83,328
800,20002,79.0,2,1.5,1.0,1.0,Airbed,f,t,House,flexible,f,1,1,7,1,Washington,2.0,13,43,73,348
801,20002,79.0,2,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,1,1,75,1,Washington,2.0,8,32,50,319
802,20002,120.0,2,1.0,1.0,1.0,Real Bed,t,t,House,flexible,f,2,2,8,2,Washington,2.0,30,60,90,90
803,20002,75.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,House,flexible,t,1,1,8,2,Washington,2.0,12,26,44,319
807,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,4,2,Washington,2.0,20,50,80,355
812,20002,72.0,2,1.0,1.0,1.0,Real Bed,t,t,House,flexible,f,1,1,24,4,Washington,2.0,3,19,43,104
813,20002,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,23,1,Washington,2.0,17,45,64,339
817,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,0,1,Washington,2.0,28,58,88,363
822,20007,85.0,2,0.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,t,1,1,1,3,Washington,2.0,20,50,80,355
823,20007,139.0,3,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,7,3,3,Washington,3.0,0,0,0,215
828,20007,155.0,2,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,2,3,10,3,Washington,2.0,8,29,59,334
836,20007,60.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,4,5,10,Washington,1.0,0,9,39,314
839,20007,130.0,2,1.5,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,1,1,12,1,Washington,2.0,6,30,48,301
846,20007,70.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,t,2,2,4,1,Washington,2.0,0,0,0,0
847,20007,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,6,1,Washington,2.0,0,17,44,319
851,20007,109.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,2.0,12,34,64,154
857,20007,110.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,2.0,3,3,11,32
858,20007,60.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,4,1,25,Washington,1.0,0,9,39,314
864,20007,125.0,1,1.5,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,10,3,Washington,1.0,21,51,81,356
871,20007,65.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,4,21,7,Washington,1.0,1,24,54,329
883,20007,78.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,t,2,2,7,1,Washington,2.0,0,1,31,31
889,20007,135.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,2,2,Washington,2.0,16,46,76,351
891,20007,104.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,10,1,Washington,3.0,17,47,77,352
892,20007,75.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,7,3,Washington,1.0,8,26,40,315
893,20007,139.0,3,1.0,1.0,2.0,Real Bed,f,t,House,strict,f,4,7,16,3,Washington,1.5,0,0,0,215
913,20007,65.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,18,3,Washington,1.0,0,0,17,292
914,20007,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,4,6,6,Washington,2.0,0,11,25,115
926,20007,90.0,1,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,8,3,Washington,1.0,5,22,52,294
930,20009,100.0,3,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,12,12,24,2,Washington,3.0,17,47,77,167
932,20009,110.0,2,2.5,1.0,2.0,Real Bed,f,t,Apartment,strict,f,5,5,6,7,Washington,1.0,12,16,46,321
935,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,2,2,0,2,Washington,2.0,0,0,0,0
936,20009,112.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,4,23,1,Washington,2.0,8,25,55,330
942,20009,149.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,29,32,19,4,Washington,4.0,13,26,56,331
943,20009,125.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,1,Washington,3.0,0,0,0,275
948,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,6,1,Washington,2.0,7,7,7,282
950,20009,99.0,3,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,12,12,3,2,Washington,3.0,26,56,86,361
955,20005,150.0,2,1.5,1.0,1.0,Real Bed,t,t,House,moderate,f,2,2,68,2,Washington,2.0,24,54,84,359
957,20008,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,2.0,14,14,14,14
967,20009,88.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,8,8,8,8
968,20009,74.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,2,1,Washington,2.0,0,0,0,265
970,20037,111.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,18,1,Washington,3.0,0,29,59,328
983,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,5,5,1,7,Washington,2.0,4,34,64,339
986,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,1,4,Washington,2.0,0,0,0,275
996,20009,115.0,2,2.5,1.0,1.0,Real Bed,f,t,House,strict,f,5,5,3,4,Washington,2.0,2,32,62,337
999,20008,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,17,47,77,352
1002,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,3,1,Washington,2.0,15,45,49,322
1006,20009,215.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,4,5,2,3,Washington,2.0,0,0,0,275
1012,20009,99.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,5,1,Washington,2.0,20,40,70,345
1013,20008,185.0,4,1.5,1.0,3.0,Real Bed,f,t,House,strict,f,3,3,1,1,Washington,1.3333333333333333,17,47,77,352
1020,20036,169.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,12,1,Washington,1.0,30,60,90,365
1027,20037,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,21,51,81,356
1031,20009,69.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,2,Washington,2.0,0,0,16,37
1033,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,2,2,0,1,Washington,2.0,17,47,77,352
1034,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,2,9,2,Washington,2.0,0,0,0,274
1041,20009,135.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,23,2,Washington,2.0,16,36,53,80
1044,20009,89.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,42,3,Washington,1.0,0,0,0,0
1047,20009,95.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,0,0,28
1048,20009,149.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,29,32,34,2,Washington,4.0,0,10,40,315
1049,20009,90.0,1,1.5,1.0,1.0,Futon,f,t,House,moderate,f,2,2,4,3,Washington,1.0,10,30,32,32
1051,20009,74.0,1,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,7,3,Washington,1.0,10,10,10,10
1053,20037,190.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,2,Washington,1.5,0,1,31,306
1056,20009,105.0,2,1.5,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,5,1,Washington,2.0,4,4,4,279
1059,20009,89.0,1,1.5,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,6,1,Washington,1.0,4,4,4,279
1063,20036,120.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,7,1,Washington,2.0,20,20,20,295
1066,20036,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,2,0,1,Washington,2.0,0,0,0,211
1071,20036,120.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,11,1,Washington,2.0,18,18,18,293
1072,20036,120.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,9,1,Washington,2.0,17,17,17,292
1073,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,12,24,3,Washington,2.0,14,44,74,349
1079,20009,50.0,4,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,1,30,Washington,2.0,3,33,63,66
1081,20009,75.0,1,1.5,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,2,2,Washington,1.0,2,32,62,62
1089,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
1093,20037,177.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,4,1,Washington,2.0,17,24,54,329
1099,20009,99.0,10,2.5,1.0,5.0,Real Bed,f,t,Apartment,strict,f,5,5,2,7,Washington,2.0,6,11,41,312
1100,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,2,4,Washington,2.0,0,0,0,275
1102,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,4,1,Washington,2.0,7,7,7,282
1103,20036,95.0,1,0.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,27,1,Washington,1.0,8,38,68,343
1109,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,12,12,14,2,Washington,2.0,26,56,86,176
1111,20009,90.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,12,12,3,2,Washington,2.0,9,39,69,69
1112,20009,100.0,1,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,strict,f,2,2,25,1,Washington,1.0,17,47,77,352
1124,20009,110.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,8,2,Washington,3.0,0,23,53,328
1133,20036,105.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,6,1,Washington,2.0,22,22,22,296
1138,20009,70.0,2,1.0,1.0,1.0,Real Bed,f,f,Townhouse,flexible,f,3,3,2,1,Washington,2.0,0,5,25,295
1142,20036,120.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,2,Washington,2.0,0,30,60,60
1143,20037,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Townhouse,flexible,f,1,1,8,1,Washington,2.0,0,0,0,48
1146,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,18,2,Washington,2.0,10,24,46,321
1147,20036,84.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,1,Washington,2.0,0,0,22,22
1148,20037,99.0,4,1.0,1.0,2.0,Real Bed,f,t,House,strict,f,2,2,170,1,Washington,2.0,5,5,5,246
1149,20009,100.0,1,2.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,11,2,Washington,1.0,0,0,0,0
1152,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,24,1,Washington,2.0,0,0,15,290
1160,20037,177.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,0,2,Washington,2.0,16,19,49,324
1161,20009,95.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,19,2,Washington,1.0,22,52,82,357
1169,20009,75.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,6,6,Washington,1.0,0,15,31,271
1170,20009,89.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,6,2,Washington,2.0,1,1,1,1
1174,20009,90.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,2,2,56,1,Washington,2.0,19,49,79,204
1175,20009,129.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,8,1,Washington,2.0,10,35,58,333
1183,20009,95.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,10,1,Washington,2.0,5,5,5,279
1185,20036,68.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,1.0,1,15,45,320
1186,20009,79.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,2,1,Washington,1.0,21,41,63,91
1192,20009,105.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,9,1,Washington,2.0,6,6,6,280
1198,20009,78.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,2,2,1,1,Washington,1.0,4,4,4,59
1206,20007,90.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,18,1,Washington,3.0,0,28,58,333
1207,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,12,12,31,2,Washington,2.0,19,49,79,169
1221,20036,80.0,2,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,1,1,1,1,Washington,1.0,9,14,44,319
1224,20036,499.0,16,2.0,1.0,1.0,Real Bed,f,t,Loft,flexible,f,2,3,0,1,Washington,16.0,30,60,90,365
1226,20009,159.0,3,1.0,1.0,2.0,Real Bed,f,t,Bed & Breakfast,strict,f,4,5,5,2,Washington,1.5,7,29,59,334
1229,20036,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,1,Washington,2.0,18,48,78,353
1230,20009,50.0,1,0.5,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,7,"Washington, D.C.",1.0,0,0,0,270
1234,20005,110.0,1,1.0,1.0,1.0,Real Bed,f,f,Condominium,moderate,f,1,1,1,2,Washington,1.0,17,47,77,352
1235,20009,128.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
1240,20036,120.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,11,1,Washington,2.0,27,27,27,302
1241,20009,75.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,12,14,Washington,1.0,2,26,56,311
1246,20036,100.0,2,0.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,19,1,Washington,2.0,17,17,17,292
1247,20009,209.0,3,1.0,1.0,2.0,Real Bed,f,t,Bed & Breakfast,strict,f,4,5,5,2,Washington,1.5,17,37,67,342
1250,20009,60.0,1,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,6,2,Washington,1.0,3,3,3,272
1251,20009,67.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,29,2,Washington,1.0,5,35,65,340
1253,20009,95.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,15,1,Washington,2.0,5,5,5,280
1258,20036,126.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,0,0,0,0
1263,20008,220.0,2,1.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,moderate,f,1,1,5,2,Washington,2.0,17,47,66,337
1264,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,0,4,Washington,2.0,0,0,0,274
1265,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,12,12,8,2,Washington,2.0,28,58,88,363
1266,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,0,2,Washington,2.0,30,60,90,180
1267,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,t,2,2,64,2,Washington,2.0,6,21,48,138
1268,20006,399.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,145
1270,20009,105.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,23,23,5,1,Washington,2.0,4,4,4,279
1294,20009,95.0,3,2.0,1.0,2.0,Real Bed,f,f,House,moderate,f,1,1,31,2,Washington,1.5,0,18,48,323
1295,20001,98.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,4,5,53,4,Washington,2.0,1,31,61,336
1296,20001,70.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,1,Washington,1.0,0,0,0,41
1299,20009,69.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,0,2,Washington,1.0,0,15,36,307
1300,20001,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,3,3,2,1,Washington,2.0,0,0,0,42
1305,20009,100.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,21,2,Washington,1.0,16,40,40,67
1306,20009,195.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,0,2,Washington,2.0,29,59,89,364
1310,20001,77.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,t,5,5,3,3,Washington,2.0,30,60,90,365
1313,20009,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,4,4,31,1,Washington,2.0,10,40,70,345
1316,20001,70.0,1,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,15,1,Washington,1.0,11,41,71,345
1318,20009,85.0,2,2.5,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,2,Washington,1.0,19,37,37,310
1321,20001,75.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,8,2,"Washington, D.C.",2.0,16,24,41,128
1325,20009,140.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,20,2,Washington,2.0,14,44,46,316
1328,20009,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,4,4,27,1,Washington,2.0,9,32,57,332
1332,20009,135.0,2,1.0,1.0,1.0,Real Bed,f,t,Other,strict,f,41,49,1,2,Washington,2.0,29,59,89,364
1333,20001,35.0,1,2.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,11,19,3,5,"Washington, D.C.",1.0,0,30,60,335
1334,20009,155.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,0,1,Washington,2.0,30,60,90,365
1337,20001,90.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,2,32,307
1338,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Other,strict,f,41,49,7,2,Washington,2.0,25,55,85,360
1340,20009,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,1,1,8,1,Washington,2.0,0,0,0,32
1347,20009,105.0,2,0.0,1.0,1.0,Real Bed,f,t,Other,strict,f,41,49,4,2,Washington,2.0,24,54,84,359
1350,20001,78.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,4,3,Washington,2.0,23,53,83,358
1352,20001,175.0,1,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,f,1,1,0,1,Washington,1.0,29,59,89,364
1353,20009,80.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,flexible,f,1,1,31,2,Washington,2.0,5,35,65,65
1354,20001,65.0,1,1.5,1.0,1.0,Futon,f,t,Apartment,flexible,t,2,2,3,2,Washington,1.0,12,13,38,313
1358,20001,75.0,2,0.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,26,1,Washington,2.0,3,27,52,320
1362,20009,98.0,2,2.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,1,Washington,2.0,5,5,5,5
1365,20001,150.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,18,1,Washington,2.0,26,56,86,361
1368,20009,95.0,1,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,1,1,16,2,Washington,1.0,12,42,72,347
1369,20009,99.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,18,1,Washington,2.0,21,51,81,356
1373,20009,65.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,moderate,t,2,2,8,2,Washington,2.0,5,5,5,280
1378,20009,40.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,t,1,1,0,1,Washington,2.0,0,0,0,30
1388,20001,90.0,2,2.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,39,2,Washington,2.0,19,49,79,354
1398,20001,50.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,moderate,f,1,1,3,2,Washington,2.0,5,23,23,33
1404,20001,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,19,1,Washington,2.0,11,38,65,340
1406,20009,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,14,1,Washington,2.0,1,31,61,336
1407,20001,75.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,12,3,Washington,2.0,1,31,61,336
1408,20001,32.0,1,2.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,11,19,1,5,Washington,1.0,0,0,13,288
1409,20001,90.0,1,1.5,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,2,2,Washington,1.0,22,52,82,82
1411,20001,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,23,1,Washington,2.0,22,52,82,357
1412,20001,110.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,5,2,Washington,2.0,26,56,86,361
1414,20009,89.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,1,1,Washington,2.0,0,0,0,88
1419,20001,95.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,4,1,Washington,2.0,0,0,0,42
1426,20001,98.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,3,3,7,1,Washington,2.0,0,0,0,33
1427,20001,90.0,2,1.5,1.0,1.0,Real Bed,f,t,Townhouse,moderate,f,2,2,11,1,Washington,2.0,10,39,69,69
1428,20010,75.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,1,1,3,1,Washington,2.0,15,22,44,319
1431,20001,108.0,1,2.0,1.0,1.0,Futon,f,t,Bed & Breakfast,strict,f,5,6,0,3,Washington,1.0,1,31,61,336
1439,20024,99.0,4,1.0,1.0,4.0,Real Bed,f,f,Apartment,strict,f,4,4,2,1,Washington,1.0,17,47,77,352
1444,20024,92.0,3,1.5,1.0,1.0,Real Bed,f,f,House,strict,f,4,4,17,1,Washington,3.0,24,54,84,174
1446,20024,119.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,21,2,Washington,2.0,3,27,45,45
1455,20024,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,flexible,f,1,1,2,1,Washington,2.0,14,42,63,310
1458,20024,114.0,5,1.5,1.0,2.0,Real Bed,f,f,House,strict,t,4,4,21,1,Washington,2.5,26,56,86,176
1459,20024,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,11,1,Washington,2.0,9,9,28,303
1460,20024,70.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,2,Washington,2.0,26,40,70,279
1466,20024,83.0,4,2.0,1.0,1.0,Real Bed,f,f,House,moderate,t,5,5,41,1,Washington,4.0,21,51,81,354
1468,20024,104.0,4,1.5,1.0,1.0,Real Bed,f,f,House,strict,t,4,4,36,1,Washington,4.0,24,52,82,172
1469,20024,69.0,3,1.5,1.0,1.0,Real Bed,f,f,House,moderate,t,5,5,128,1,Washington,3.0,22,52,82,357
1470,20024,70.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,0,1,Washington,1.0,28,58,88,178
1474,20024,59.0,1,1.5,1.0,1.0,Real Bed,f,f,House,flexible,t,5,5,0,1,Washington,1.0,25,55,85,360
1475,20024,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,25,55,85,360
1476,20024,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,2,1,Washington,2.0,0,20,45,320
1480,20024,49.0,1,1.5,1.0,1.0,Real Bed,f,f,House,moderate,t,5,5,77,1,Washington,1.0,25,55,85,360
1481,20024,69.0,1,0.0,1.0,1.0,Real Bed,f,f,Other,flexible,f,4,4,1,1,Washington,1.0,22,52,82,357
