,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
1259,20036,101.0,3,1.0,0.0,1.0,Futon,f,f,Apartment,flexible,f,1,1,0,2,Washington,3.0,0,0,0,127
1260,20009,135.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,5,5,18,4,Washington,2.0,0,0,0,256
1261,20037,135.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,2,Washington,2.0,5,5,5,25
1262,20036,179.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,10,1,Washington,2.0,5,21,29,157
1269,20036,115.0,4,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,3,4,11,180,Washington,4.0,1,31,61,336
1271,20036,159.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,3,47,3,Washington,3.0,6,18,35,276
1272,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,7,8,114,1,Washington,2.0,7,25,55,330
1273,20009,140.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,2,Washington,3.0,4,4,11,32
1274,20005,137.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,1,Washington,3.0,2,11,17,29
1275,20009,89.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,3,3,80,2,Washington,3.0,7,29,59,334
1277,20008,1200.0,8,5.0,5.0,8.0,Real Bed,f,t,House,strict,f,1,1,41,1,Washington,1.0,26,54,84,359
1278,20009,85.0,2,0.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,7,8,206,1,Washington,2.0,3,3,3,185
1279,20009,140.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,1,13,1,Washington,2.0,0,17,47,322
1280,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,44,2,Washington,2.0,3,17,46,136
1281,20037,200.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,24,3,Washington,3.0,13,43,73,348
1282,20036,99.0,2,1.0,1.0,1.0,Real Bed,t,f,Loft,flexible,f,1,1,15,1,Washington,2.0,0,0,0,0
1283,20009,170.0,4,2.5,2.0,2.0,Real Bed,f,f,House,strict,f,1,1,0,14,Washington,2.0,0,12,42,317
1284,20037,160.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,1,1,Washington,2.0,15,45,75,350
1285,20036,210.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,1,0,1,Washington,2.0,0,0,0,244
1286,20009,130.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,11,3,Washington,2.0,0,0,0,119
1287,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,32
1288,20036,110.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,2,Washington,3.0,0,9,39,314
1289,20005,168.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,4,4,152,1,"Washington, D.C.",2.0,1,7,12,275
1290,20005,98.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,4,Washington,2.0,3,3,8,26
1291,20009,134.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,2,2,69,1,Washington,2.0,2,16,46,321
1292,20009,100.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,9,2,Washington,2.0,0,3,23,23
1293,20009,199.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,22,25,0,3,Washington,2.0,0,30,60,335
1297,20009,130.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,7,1,Washington,3.0,0,0,7,169
1298,20001,140.0,4,1.0,1.0,2.0,Real Bed,t,f,Apartment,moderate,f,1,1,9,2,Washington,2.0,16,37,67,342
1301,20009,175.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,2,0,1,Washington,2.0,26,56,86,361
1302,20001,225.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,0,3,Washington,2.0,30,60,90,365
1303,20001,145.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,strict,f,1,1,3,1,Washington,2.0,6,36,66,341
1304,20009,130.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,flexible,f,1,1,20,2,Washington,2.0,3,3,3,3
1307,20001,85.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,t,7,8,30,1,Washington,2.0,2,2,2,155
1308,20001,135.0,6,2.5,2.0,2.0,Real Bed,f,t,Apartment,strict,f,3,3,2,2,Washington,3.0,14,44,74,164
1309,20009,70.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,1,Washington,3.0,0,0,7,252
1311,20001,100.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,1,2,Washington,3.0,5,5,5,30
1312,20001,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,2,Washington,2.0,20,42,72,347
1314,20001,120.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,42,2,"Washington, D.C.",2.0,18,41,71,71
1315,20001,250.0,8,1.0,2.0,3.0,Real Bed,f,f,Apartment,flexible,f,3,3,1,1,Washington,2.6666666666666665,20,50,80,355
1317,20001,119.0,5,1.0,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,86,3,Washington,2.5,0,0,0,274
1319,20009,150.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,24,3,Washington,2.0,25,55,85,175
1320,20009,240.0,8,1.0,2.0,4.0,Real Bed,t,t,House,strict,t,3,3,19,1,Washington,2.0,8,32,50,312
1322,20009,99.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,4,6,122,1,Washington,4.0,6,19,43,318
1323,20009,175.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,strict,f,2,2,9,2,Washington,1.6666666666666667,0,22,35,310
1324,20009,94.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,4,1,Washington,2.0,19,49,79,354
1326,20001,375.0,12,2.5,3.0,4.0,Real Bed,f,f,House,flexible,f,3,3,4,1,Washington,3.0,0,0,0,0
1327,20009,160.0,4,2.5,3.0,3.0,Real Bed,f,t,House,strict,t,1,1,0,15,Washington,1.3333333333333333,12,42,72,345
1329,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,1,4,Washington,2.0,0,0,0,272
1330,20009,135.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,42,1,Washington,1.5,13,39,62,337
1331,20001,125.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,7,3,Washington,2.5,1,1,1,65
1335,20001,175.0,4,2.5,2.0,2.0,Real Bed,f,t,Condominium,flexible,f,1,1,0,5,Washington,2.0,0,1,31,306
1336,20009,95.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,1,Washington,3.0,1,1,1,18
1339,20009,220.0,4,2.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,4,1,Washington,2.0,0,0,0,269
1341,20009,135.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,strict,f,1,1,1,21,Washington,2.0,24,40,40,40
1342,20009,140.0,4,1.0,0.0,2.0,Real Bed,t,t,Apartment,strict,t,3,3,36,1,Washington,2.0,11,41,71,109
1343,20001,299.0,6,2.5,2.0,3.0,Real Bed,f,f,Condominium,flexible,t,1,1,3,1,Washington,2.0,10,40,70,345
1346,20001,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,4,1,Washington,2.0,0,0,0,273
1348,20001,98.0,4,1.5,1.0,1.0,Real Bed,f,t,Apartment,strict,f,3,3,2,4,Washington,4.0,8,38,68,343
1349,20009,79.0,5,1.0,1.0,3.0,Real Bed,f,f,House,strict,f,1,1,0,2,Washington,1.6666666666666667,2,3,33,308
1351,20009,175.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,2.0,7,37,67,342
1356,20009,175.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,41,49,0,3,Washington,2.0,29,59,89,364
1357,20001,175.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,17,2,Washington,4.0,30,60,90,90
1359,20009,115.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,t,1,1,2,1,Washington,2.0,6,31,60,143
1360,20009,125.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,1,1,Washington,1.5,0,0,0,84
1361,20009,145.0,2,1.0,1.0,1.0,Real Bed,t,f,Apartment,moderate,f,1,1,65,2,Washington,2.0,5,10,12,249
1363,20009,135.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,36,1,Washington,4.0,23,51,81,356
1364,20001-4044,89.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,1.0,0,5,12,31
1366,20009,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,68
1367,20001,150.0,4,2.0,2.0,2.0,Real Bed,f,f,Apartment,strict,t,1,1,21,2,Washington,2.0,20,50,80,355
1370,20001,130.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,37,3,Washington,2.0,9,28,53,328
1371,20009,175.0,4,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,8,3,Washington,4.0,2,2,8,8
1372,20009,155.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,t,3,3,0,2,Washington,2.0,20,50,80,170
1374,20001,150.0,4,1.0,1.0,2.0,Real Bed,t,t,House,moderate,t,1,1,23,3,Washington,2.0,5,6,9,9
1375,20001,225.0,4,2.0,2.0,2.0,Real Bed,f,t,House,strict,f,2,2,11,2,Washington,2.0,9,27,57,332
1376,20009,175.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,"Washington, D.C.",4.0,0,0,0,272
1377,20009,98.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,4,3,Washington,2.0,0,3,21,105
1379,20009,80.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,2,Washington,2.0,4,10,24,153
1380,20009,105.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,17,1,Washington,2.0,0,0,0,273
1381,20001,325.0,8,2.5,3.0,3.0,Real Bed,t,t,House,strict,f,1,1,17,2,Washington,2.6666666666666665,5,11,28,303
1382,20001,88.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,2,3,11,3,Washington,2.0,7,18,44,44
1383,20009,100.0,2,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,3,Washington,1.0,7,7,18,146
1384,20001,146.0,4,2.5,2.0,3.0,Real Bed,f,t,House,moderate,f,1,1,52,4,"Washington, D.C.",1.3333333333333333,6,17,29,29
1385,20009,109.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,88,1,Washington,3.0,8,23,51,326
1386,20001,199.0,5,1.0,2.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,102,1,Washington,2.5,9,28,42,129
1387,20009,279.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,0,5,Washington,2.0,0,29,59,59
1389,20001,150.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,3,Washington,2.0,0,0,0,117
1390,20009,120.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,8,2,Washington,2.0,0,1,11,40
1391,20009,189.0,5,1.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,t,2,2,0,2,Washington,2.5,9,24,50,318
1392,20009,120.0,3,1.0,1.0,1.0,Real Bed,f,t,Loft,moderate,f,1,1,9,3,Washington,3.0,3,22,52,327
1394,20009,188.0,6,2.0,2.0,2.0,Real Bed,f,t,Townhouse,flexible,t,1,1,3,2,Washington,3.0,7,24,41,297
1395,20001,300.0,8,1.5,3.0,4.0,Real Bed,f,t,House,strict,f,41,49,24,3,Washington,2.0,20,50,80,355
1396,20009,200.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,0,2,Washington,2.0,28,58,88,363
1397,20001,225.0,6,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,41,49,2,3,Washington,3.0,25,55,85,298
1399,20009,109.0,3,1.5,1.0,2.0,Real Bed,f,f,Condominium,moderate,f,1,1,4,2,Washington,1.5,0,0,0,18
1401,20001,229.0,5,2.5,2.0,2.0,Real Bed,f,t,House,flexible,f,3,3,4,2,Washington,2.5,0,0,6,49
1402,20009,1200.0,16,6.0,8.0,13.0,Real Bed,f,t,House,strict,f,27,30,10,3,Washington,1.2307692307692308,2,10,30,286
1403,20009,599.0,14,2.0,5.0,7.0,Real Bed,f,t,Townhouse,strict,t,1,6,0,1,Washington,2.0,19,49,79,354
1405,20001,380.0,4,1.5,2.0,2.0,Real Bed,f,t,House,moderate,f,2,2,7,1,Washington,2.0,28,58,88,363
1410,20001,380.0,5,2.0,2.0,4.0,Real Bed,f,t,Apartment,moderate,f,1,2,10,2,Washington,1.25,30,60,90,365
1413,20009,156.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,3,3,Washington,2.0,0,0,0,238
1415,20001,500.0,10,3.5,4.0,5.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,0,0,0,0
1416,20001,225.0,6,1.5,2.0,2.0,Real Bed,t,t,House,strict,f,4,4,40,2,Washington,3.0,21,21,21,259
1417,20001,200.0,6,1.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,3,3,43,1,Washington,3.0,27,56,86,361
1418,20009,119.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,40,1,Washington,2.0,5,8,21,296
1420,20009,180.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,15,3,Washington,2.0,3,3,3,276
1421,20009,175.0,6,2.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,0,1,Washington,3.0,0,0,7,217
1422,20009,249.0,4,1.5,2.0,2.0,Real Bed,f,t,House,strict,f,1,1,5,3,Washington,2.0,24,33,58,333
1423,20001,295.0,6,1.5,2.0,2.0,Real Bed,f,t,House,strict,f,1,1,10,3,Washington,3.0,6,36,66,341
1424,20009,249.0,4,2.0,2.0,1.0,Real Bed,f,t,Loft,strict,f,1,1,1,1,Washington,4.0,0,28,58,333
1425,20009,119.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,4,2,Washington,2.0,0,0,0,210
1429,20009,249.0,5,1.5,3.0,3.0,Real Bed,f,f,House,moderate,f,1,1,5,2,Washington,1.6666666666666667,0,4,4,188
1432,20001,99.0,4,1.0,0.0,2.0,Real Bed,t,t,Apartment,strict,f,1,1,39,1,Washington,2.0,5,32,62,337
1433,20001,155.0,4,1.0,1.0,2.0,Real Bed,f,t,House,moderate,f,1,1,28,1,Washington,2.0,16,46,76,351
1434,20009,329.0,8,2.0,2.0,4.0,Real Bed,f,t,Apartment,strict,f,27,30,11,3,Washington,2.0,5,33,54,327
1435,20009,95.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,11,2,"Washington, D.C.",1.0,7,37,67,249
1436,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,2,2,Washington,2.0,5,12,17,17
1437,20009,189.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,t,3,3,0,2,Washington,2.0,21,51,81,356
1438,20009,329.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,1,Washington,1.6666666666666667,0,27,57,332
1440,20024,299.0,7,2.5,3.0,2.0,Real Bed,f,t,Townhouse,flexible,f,1,1,3,2,Washington,3.5,9,21,33,103
1442,20024,100.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,3,Washington,4.0,24,54,84,359
1443,20024,125.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,2,Washington,2.0,0,0,0,71
1445,20024,165.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,flexible,f,1,1,11,1,Washington,2.0,29,59,89,89
1447,20024,120.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,2,Washington,2.0,0,3,12,12
1448,20024,85.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
1450,20024,110.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,2,2,Washington,2.0,7,7,37,40
1451,20024,142.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,0,6,Washington,2.0,30,60,90,365
1452,20024,139.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,strict,f,2,17,0,1,Washington,1.3333333333333333,29,59,89,364
1453,20024,250.0,2,2.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,3,Washington,1.0,27,57,87,362
1456,20024,99.0,3,1.0,1.0,1.0,Real Bed,f,t,Condominium,moderate,f,1,1,15,2,Washington,3.0,4,4,4,4
1457,20024,95.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,12,1,Washington,4.0,0,0,0,92
1461,20024,139.0,2,1.0,1.0,1.0,Real Bed,t,t,House,strict,t,1,1,59,2,Washington,2.0,11,37,67,342
1462,20024,95.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,20
1463,20024,101.0,6,1.0,1.0,3.0,Real Bed,f,t,Apartment,moderate,t,1,1,117,2,"Washington, D.C.",2.0,2,5,23,245
1464,20024,198.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,2,Washington,4.0,24,54,84,84
1465,20024,80.0,4,1.0,1.0,1.0,Real Bed,f,f,Townhouse,flexible,f,1,1,0,1,Washington,4.0,0,20,42,291
1467,20024,94.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,3.0,3,33,63,324
1471,20024,279.0,4,1.0,1.0,2.0,Real Bed,f,f,House,strict,f,2,2,2,2,"Washington, D.C.",2.0,30,60,90,365
1472,20024,199.0,5,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,17,1,Washington,2.5,27,57,87,362
1477,20024,379.0,8,2.5,3.0,5.0,Real Bed,f,f,House,strict,f,2,2,7,2,"Washington, D.C.",1.6,26,56,86,361
1478,20024,120.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,9,2,Washington,2.0,0,30,60,150
1479,20024,169.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,5,Washington,2.0,3,3,3,212
1482,20024,126.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,6,3,Washington,2.0,0,29,59,334
1484,20024,125.0,3,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,strict,f,2,2,3,2,Washington,3.0,15,29,59,334
1485,20024,110.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,2,2,31,9,Washington,2.0,0,21,51,326
1486,20024,110.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,2,Washington,3.0,5,13,18,265
1488,20024,250.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,2,11,2,1,Washington,2.0,30,60,90,365
1489,20024,125.0,6,1.5,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,1,Washington,3.0,27,57,87,362
1491,20024,245.0,7,2.0,3.0,3.0,Real Bed,f,t,Apartment,strict,f,1,3,0,4,Washington,2.3333333333333335,22,22,22,22
1492,20024,130.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,6,2,Washington,2.0,12,31,61,336
1494,20024,119.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,4,1,Washington,2.0,0,0,0,159
1496,20024,150.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,4.0,0,0,0,273
1498,20024,239.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,2,1,Washington,2.0,30,60,90,365
1499,20024,94.0,3,1.0,0.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,2,1,Washington,1.5,0,9,21,203
1501,20003,94.0,3,1.0,0.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,0,1,Washington,3.0,1,5,19,22
1502,20024,275.0,8,2.5,2.0,4.0,Real Bed,f,t,House,strict,f,2,2,4,7,"Washington, D.C.",2.0,23,53,83,358
1503,20024,100.0,7,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,2,2,1,1,Washington,2.3333333333333335,0,0,0,27
1504,20024,160.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,t,1,1,12,2,Washington,2.0,10,36,66,341
1508,20003,250.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,3,3,0,2,Washington,2.0,4,4,25,25
1510,20024,228.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,10,1,Washington,2.0,3,33,63,338
1513,20024,130.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,35,2,Washington,2.0,19,38,66,341
1515,20024,102.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,3.0,0,0,0,76
1516,20024,99.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,16,3,Washington,2.0,0,0,0,60
1518,20017,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,7,5,Washington,2.0,1,31,61,336
1520,20017,90.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,4.0,18,47,77,352
1522,20017,70.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,27,3,Washington,3.0,10,37,67,342
1524,20017,60.0,3,1.0,1.0,2.0,Real Bed,f,f,Loft,strict,f,1,1,0,2,Washington,1.5,14,42,72,347
1526,20017,300.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,4.0,0,0,0,0
1529,20017,125.0,8,1.0,2.0,3.0,Real Bed,f,t,House,flexible,f,2,2,0,4,Washington,2.6666666666666665,11,41,71,346
1530,20064,50.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,4,1,Washington,1.0,5,5,5,249
1531,20017,150.0,9,1.0,2.0,4.0,Real Bed,f,t,House,strict,f,1,2,119,2,Washington,2.25,24,54,84,359
1532,20064,1200.0,4,2.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
1539,20017,1000.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,0,1,Washington,3.0,0,0,0,8
1544,20017,150.0,5,2.5,3.0,3.0,Real Bed,f,t,House,flexible,f,1,1,3,1,Washington,1.6666666666666667,22,52,82,357
1546,20017,400.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,3.0,0,0,0,28
1547,20017,150.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,4.0,0,0,0,0
1549,20017,400.0,10,4.0,4.0,3.0,Real Bed,f,t,House,flexible,f,2,2,0,1,Washington,3.3333333333333335,25,55,85,360
1550,20017,299.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,3,Washington,2.0,0,0,0,0
1558,20010,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,14,3,Washington,2.0,0,9,19,83
1559,20011,80.0,6,1.0,1.0,3.0,Real Bed,f,t,Apartment,moderate,f,2,2,90,1,Washington,2.0,16,44,71,253
1560,20011,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,9,2,Washington,2.0,6,25,55,316
1562,20011,84.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,8,2,Washington,2.0,0,30,60,60
1563,20011,110.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,t,1,1,9,1,Washington,4.0,16,46,76,351
1566,20011,88.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,3.0,0,0,0,47
1568,20011,120.0,4,2.5,2.0,2.0,Real Bed,f,t,House,strict,f,5,5,20,1,Washington,2.0,23,53,83,358
1569,20011,185.0,4,1.0,2.0,2.0,Real Bed,f,f,Townhouse,strict,f,1,1,7,2,Washington,2.0,5,5,5,94
1570,20011,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,7,1,Washington,2.0,30,60,90,365
1572,20010,94.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,2,2,0,3,Washington,2.0,10,10,10,10
1573,20010,100.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,9,1,Washington,3.0,18,48,78,353
1574,20011,89.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,3,1,Washington,3.0,9,29,29,167
1576,20011,85.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,22,25,0,3,Washington,4.0,30,60,90,344
1577,20010,90.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,2,Washington,3.0,20,44,70,345
1581,20011,97.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,130,2,Washington,4.0,14,38,68,343
1583,20011,90.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,5,280
1585,20011,120.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,2,Washington,2.0,30,60,90,365
1586,20011,99.0,4,1.0,1.0,2.0,Real Bed,t,t,House,moderate,f,1,1,25,2,Washington,2.0,0,13,37,312
1588,20011,150.0,6,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,15,2,Washington,3.0,6,24,43,305
1590,20011,140.0,5,3.5,4.0,3.0,Real Bed,f,f,House,strict,f,2,2,21,2,Washington,1.6666666666666667,0,0,0,135
1594,20011,1250.0,16,8.0,10.0,13.0,Real Bed,f,f,House,strict,f,1,1,0,3,Washington,1.2307692307692308,7,21,42,283
1596,20011,299.0,16,3.5,5.0,5.0,Real Bed,f,t,House,strict,f,3,3,8,3,"Washington, D.C.",3.2,15,31,50,310
1597,20011,520.0,10,2.0,5.0,5.0,Real Bed,f,t,House,super_strict_30,f,5,480,6,3,Washington,2.0,30,60,90,365
