,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
3053,20010,90.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,0,2,Washington,2.0,3,14,44,44
3055,20010,325.0,8,3.5,4.0,4.0,Real Bed,f,t,House,strict,t,1,1,5,3,Washington,2.0,0,0,0,0
3058,20010,145.0,5,1.0,2.0,3.0,Real Bed,f,t,Apartment,strict,f,6,6,0,3,Washington,1.6666666666666667,7,22,43,317
3059,20010,54.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,1,1,0,1,Washington,1.0,0,0,0,272
3060,20009,165.0,3,1.0,3.0,3.0,Real Bed,f,t,Apartment,flexible,f,3,3,0,3,Washington,1.0,14,44,74,349
3061,20009,225.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,t,1,1,1,1,Washington,2.0,0,0,0,130
3062,20010,399.0,4,2.5,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,0,2,Washington,2.0,11,11,11,11
3063,20009,179.0,4,2.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,8,2,Washington,2.0,0,0,0,90
3068,20010,109.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,15,2,Washington,2.0,11,34,64,321
3069,20010,150.0,6,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,3.0,21,51,81,356
3070,20009,129.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,11,5,Washington,2.0,30,60,90,365
3072,20010,89.0,3,1.0,0.0,2.0,Real Bed,f,t,Apartment,moderate,f,3,3,70,2,Washington,1.5,1,31,61,336
3073,20010,99.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,7,8,19,3,Washington,2.0,0,22,52,52
3074,20009,160.0,6,1.0,2.0,4.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,2,Washington,1.5,12,36,66,341
3075,20010,175.0,6,1.0,2.0,4.0,Real Bed,f,t,Apartment,strict,f,18,26,18,1,Washington,1.5,10,38,68,343
3076,20010,120.0,2,1.0,1.0,1.0,Real Bed,t,f,House,flexible,f,1,1,18,1,Washington,2.0,27,57,87,362
3077,20009,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,5,1,Washington,2.0,1,1,1,152
3078,20010,109.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,6,6,0,3,Washington,2.0,8,21,30,298
3079,20010,189.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,35,3,Washington,4.0,26,56,86,361
3083,20009,100.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,4,1,Washington,4.0,0,0,0,267
3084,20009,110.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,2,Washington,2.0,1,14,32,67
3085,20010,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,12,2,Washington,2.0,0,0,0,88
3093,20010,80.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,7,7,7,7
3094,20009,300.0,5,1.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,3,0,3,Washington,2.5,30,60,90,365
3095,20010,109.0,4,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,106,2,Washington,4.0,11,25,44,319
3096,20009,55.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,34,1,Washington,2.0,20,49,79,347
3097,20009,92.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,2.0,0,0,0,41
3098,20010,98.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,2,1,Washington,3.0,9,14,24,279
3099,20010,60.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,1,Washington,2.0,1,24,33,52
3100,20010,95.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,0,1,Washington,3.0,25,36,36,36
3101,20010,125.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,4,Washington,2.0,0,0,30,305
3102,20010,200.0,4,2.0,2.0,3.0,Real Bed,f,t,Condominium,moderate,f,1,1,0,1,Washington,1.3333333333333333,0,0,0,0
3104,20010,150.0,7,2.5,3.0,3.0,Real Bed,f,t,House,strict,f,1,1,12,1,Washington,2.3333333333333335,10,35,65,337
3107,20010,250.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,3.0,30,60,90,365
3108,20010,87.0,2,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,t,1,1,7,1,Washington,1.0,5,34,34,59
3110,20009,101.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,10,2,Washington,2.0,23,53,83,358
3111,20010,267.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,8,12,12,123
3112,20009,175.0,5,1.0,2.0,2.0,Real Bed,f,t,Apartment,strict,t,1,1,19,2,Washington,2.5,22,51,81,356
3113,20010,175.0,6,1.0,2.0,5.0,Real Bed,f,t,Apartment,strict,f,18,26,13,1,Washington,1.2,8,36,61,336
3114,20001,105.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,3,3,3,2,Washington,2.0,0,0,0,31
3115,20009,115.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,13,1,Washington,4.0,3,24,54,329
3116,20001,144.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,2,Washington,1.3333333333333333,0,30,60,335
3117,20010,90.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,7,20,Washington,1.0,1,31,61,115
3118,20009,155.0,2,1.0,1.0,3.0,Real Bed,f,t,Apartment,strict,f,3,3,4,1,Washington,0.6666666666666666,24,54,84,359
3119,20009,125.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,19,1,Washington,1.5,5,24,54,329
3120,20009,119.0,2,1.5,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,25,1,Washington,2.0,0,0,4,67
3121,20009,105.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,4,1,Washington,4.0,2,2,8,42
3124,20001,79.0,4,1.0,1.0,2.0,Real Bed,f,t,House,moderate,f,3,3,31,5,Washington,2.0,2,20,50,325
3126,20010,109.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,flexible,f,1,1,13,1,Washington,1.3333333333333333,6,21,44,301
3127,20001,499.0,6,2.0,3.0,3.0,Real Bed,f,t,House,moderate,f,3,3,2,3,Washington,2.0,30,60,90,365
3128,20009,100.0,3,1.0,0.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,5,3,Washington,1.5,0,30,60,335
3129,20010,175.0,6,2.0,2.0,4.0,Real Bed,f,t,Apartment,strict,f,6,6,0,3,Washington,1.5,5,19,44,313
3130,20010,130.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,13,1,Washington,2.0,30,60,90,365
3131,20010,90.0,4,1.0,1.0,2.0,Real Bed,f,t,Condominium,strict,f,1,1,4,2,Washington,2.0,0,4,4,126
3136,20010,149.0,4,1.0,1.0,2.0,Real Bed,f,f,Condominium,flexible,f,1,1,0,1,Washington,2.0,12,42,72,347
3140,20010,115.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,6,1,Washington,3.0,0,0,0,273
3141,20001,150.0,6,1.0,3.0,3.0,Real Bed,f,t,House,moderate,f,2,2,19,1,Washington,2.0,13,37,61,336
3142,20009,105.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,1,Washington,2.0,28,58,88,363
3143,20010,85.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,4,Washington,4.0,0,0,0,71
3144,20010,125.0,3,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,37,1,"Washington, D.C.",3.0,0,0,10,248
3145,20010,500.0,4,2.5,2.0,2.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
3146,20009,209.0,6,2.0,2.0,3.0,Real Bed,t,t,Apartment,strict,f,1,1,54,2,Washington,2.0,6,21,31,292
3147,20010,295.0,6,2.0,2.0,4.0,Real Bed,f,t,Apartment,moderate,f,1,1,9,1,Washington,1.5,22,52,82,354
3149,20009,134.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,t,1,1,0,7,Washington,1.5,0,0,0,74
3150,20010,104.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,4.0,28,58,88,363
3152,20010,85.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
3153,20010,109.0,4,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,t,1,1,5,2,Washington,4.0,26,56,86,361
3154,20010,95.0,2,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,1.0,18,48,78,326
3155,20010,195.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,12,1,Washington,2.0,21,51,81,356
3157,20009,70.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,2,5,Washington,2.0,0,0,0,273
3158,20009,249.0,5,2.0,2.0,2.0,Real Bed,f,f,Apartment,strict,f,6,9,13,3,Washington,2.5,4,34,60,335
3160,20010,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,11,19,1,7,Washington,2.0,30,60,90,365
3161,20010,395.0,6,3.5,3.0,4.0,Real Bed,f,t,Apartment,strict,t,1,1,67,2,Washington,1.5,14,39,56,324
3162,20010,65.0,2,1.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,1.0,0,0,0,34
3163,20009,126.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,4,2,Washington,3.0,0,12,33,33
3165,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,15,10,Washington,2.0,0,30,60,60
3167,20010,126.0,6,1.5,3.0,4.0,Real Bed,f,t,House,moderate,f,1,1,3,1,Washington,1.5,0,0,0,57
3169,20009,139.0,3,2.5,2.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,5,2,Washington,3.0,0,0,0,244
3173,20009,120.0,5,1.0,1.0,3.0,Real Bed,f,t,Apartment,moderate,t,1,1,7,2,Washington,1.6666666666666667,0,25,55,330
3176,20010,300.0,8,2.0,3.0,6.0,Real Bed,f,t,Apartment,strict,f,18,26,22,1,Washington,1.3333333333333333,10,34,57,313
3178,20009,115.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,3,Washington,2.0,30,60,90,365
3179,20009,140.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,4,1,Washington,3.0,10,23,53,143
3181,20009,90.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,14,2,Washington,4.0,0,5,25,271
3182,20010,140.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,5,5,19,3,Washington,2.0,7,13,40,315
3184,20010,199.0,8,2.5,3.0,3.0,Real Bed,f,t,House,strict,f,2,2,0,1,Washington,2.6666666666666665,0,3,33,308
3186,20010,110.0,2,1.5,0.0,1.0,Pull-out Sofa,f,f,Bed & Breakfast,flexible,f,1,1,1,1,Washington,2.0,0,0,0,108
3187,20010,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,17,47,77,352
3189,20009,99.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,3,3,77,2,Washington,3.0,19,49,79,354
3190,20010,129.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,10,2,Washington,3.0,0,0,6,6
3192,20009,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,0,0,0,105
3193,20010,149.0,4,1.0,3.0,2.0,Real Bed,f,t,Apartment,strict,t,1,1,33,1,Washington,2.0,10,11,41,131
3195,20010,325.0,8,1.5,4.0,4.0,Real Bed,t,t,House,strict,f,1,1,23,2,Washington,2.0,0,3,7,7
3196,20009,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,0,2,Washington,2.0,16,44,74,349
3199,20009,200.0,4,2.0,2.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,4.0,30,60,90,365
3200,20009,375.0,7,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,3,Washington,2.3333333333333335,29,59,89,89
3202,20009,114.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,16,46,76,349
3203,20009,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,2,Washington,2.0,0,5,5,81
3204,20010,2000.0,6,2.0,3.0,6.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,0,0,0,0
3205,20010,200.0,4,1.5,2.0,2.0,Real Bed,f,f,House,flexible,f,1,1,2,2,Washington,2.0,13,43,73,348
3207,20009,150.0,6,2.0,2.0,2.0,Real Bed,f,f,Condominium,flexible,f,1,1,0,2,Washington,3.0,30,60,90,365
3208,20010,150.0,4,2.5,3.0,2.0,Real Bed,f,f,House,moderate,f,1,1,1,4,Washington,2.0,0,0,0,266
3209,20010,85.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,7,2,Washington,3.0,0,5,5,279
3210,20010,175.0,6,1.0,2.0,5.0,Real Bed,f,t,Apartment,strict,f,18,26,11,1,Washington,1.2,9,34,59,149
3212,20009,99.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,22,1,Washington,2.0,13,43,73,187
3213,20010,125.0,5,2.0,2.0,2.0,Real Bed,t,f,Apartment,strict,t,1,1,49,2,Washington,2.5,5,5,5,248
3215,20017,79.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,22,25,5,3,Washington,2.5,17,45,75,350
3216,20017,99.0,2,1.0,0.0,1.0,Real Bed,f,t,House,strict,f,1,1,46,2,Washington,2.0,12,27,49,49
3218,20018,101.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,4,1,Washington,3.0,13,43,73,348
3219,20018,99.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,45,2,Washington,3.0,13,28,28,301
3220,20018,119.0,5,1.0,2.0,3.0,Real Bed,t,t,Apartment,moderate,f,1,1,78,2,Washington,1.6666666666666667,4,32,62,334
3221,20017,100.0,6,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,22,25,20,3,Washington,3.0,12,35,65,340
3222,20018,1400.0,6,3.5,3.0,3.0,Real Bed,f,t,House,strict,f,1,1,0,2,Washington,2.0,0,0,0,0
3223,20017,175.0,6,1.0,2.0,3.0,Real Bed,f,f,Apartment,strict,f,3,4,0,4,Washington,2.0,30,60,90,365
3224,20018,220.0,8,2.5,3.0,4.0,Real Bed,f,t,House,flexible,f,3,3,6,1,Washington,2.0,0,0,9,66
3226,20017,91.0,3,1.0,0.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,19,2,Washington,3.0,13,29,48,48
3227,20017,160.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,0,1,Washington,2.0,3,31,61,336
3228,20017,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,0,1,Washington,2.0,22,52,82,357
3229,20017,75.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,strict,f,1,1,29,2,Washington,1.5,0,8,22,102
3232,20018,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,2,Washington,2.0,3,33,63,63
3237,20018,70.0,3,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,2,1,Washington,1.5,0,30,60,150
3239,20018,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,2,Washington,2.0,0,0,0,153
3241,20018,130.0,6,1.0,3.0,3.0,Real Bed,f,t,House,strict,f,3,3,41,2,Washington,2.0,9,27,54,297
3244,20017,203.0,9,2.5,4.0,6.0,Real Bed,f,t,House,strict,f,22,25,105,3,Washington,1.5,12,30,57,314
3245,20018,160.0,6,2.0,2.0,2.0,Real Bed,f,t,Townhouse,strict,f,2,2,1,3,Washington,3.0,0,0,7,254
3247,20011,250.0,6,3.0,6.0,6.0,Real Bed,f,f,Townhouse,flexible,f,1,1,0,6,Washington,1.0,30,60,90,365
3250,20018,229.0,6,1.5,3.0,3.0,Real Bed,f,t,House,moderate,f,4,4,9,2,Washington,2.0,19,49,79,96
3252,20018,115.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,t,2,3,1,1,Washington,2.0,29,59,89,364
3253,20017,80.0,4,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,2.0,12,42,72,347
3259,20018,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,3,3,32,2,Washington,2.0,10,35,56,326
3260,20017,105.0,5,1.0,1.0,4.0,Real Bed,t,t,House,moderate,f,1,1,47,2,Washington,1.25,0,0,0,275
3261,20018,98.0,3,1.0,0.0,2.0,Real Bed,f,t,Bed & Breakfast,moderate,f,1,1,12,2,Washington,1.5,9,39,69,344
3262,20017,155.0,9,2.5,4.0,6.0,Real Bed,f,f,House,flexible,f,1,1,1,1,Washington,1.5,0,0,0,45
3263,20018,84.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,1,2,Washington,4.0,4,34,61,336
3264,20018,95.0,4,1.0,1.0,2.0,Real Bed,t,t,House,flexible,f,1,1,54,1,Washington,2.0,9,32,58,147
3266,20017,65.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,3,3,14,2,Washington,2.0,15,30,59,331
3267,20017,200.0,4,1.5,2.0,3.0,Real Bed,f,t,House,flexible,f,1,2,5,3,Washington,1.3333333333333333,9,16,28,258
3268,20017,100.0,2,1.0,0.0,1.0,Real Bed,f,f,House,moderate,f,1,1,6,2,Washington,2.0,12,32,62,125
3269,20017,225.0,6,1.0,2.0,3.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,154
3270,20018,45.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,131
3271,20018,125.0,5,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,f,1,1,2,2,Washington,2.5,30,60,90,365
3272,20017,599.0,12,3.5,4.0,7.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.7142857142857142,0,0,0,2
3274,20017,120.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,0,3,Washington,2.0,30,60,90,365
3275,20017,225.0,10,4.5,4.0,4.0,Real Bed,f,t,House,moderate,f,1,1,8,2,Washington,2.5,0,0,8,108
3276,20017,110.0,4,1.0,1.0,2.0,Real Bed,t,t,House,moderate,f,1,1,39,2,Washington,2.0,4,25,38,38
3278,20018,105.0,4,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,30,2,Washington,4.0,6,6,6,189
3280,20018,80.0,5,1.0,0.0,3.0,Real Bed,f,t,House,moderate,f,3,3,67,1,Washington,1.6666666666666667,6,6,6,6
3283,20018,268.0,5,2.5,3.0,3.0,Real Bed,f,t,House,strict,f,1,1,1,1,Washington,1.6666666666666667,30,60,90,365
3284,20018,75.0,3,1.0,1.0,1.0,Real Bed,f,t,Loft,strict,f,1,1,43,1,Washington,3.0,0,0,0,194
3285,20018,500.0,10,4.0,4.0,7.0,Real Bed,f,f,House,moderate,f,1,1,0,2,Washington,1.4285714285714286,28,58,88,363
3288,20018,250.0,5,2.0,3.0,3.0,Real Bed,f,f,House,flexible,f,1,1,0,3,Washington,1.6666666666666667,0,0,0,0
3290,20018,65.0,4,1.0,0.0,2.0,Real Bed,f,f,House,flexible,f,1,1,1,2,Washington,2.0,1,31,61,63
3292,20018,125.0,8,1.0,3.0,4.0,Real Bed,f,t,House,moderate,f,1,2,18,2,Washington,2.0,9,39,69,159
3293,20712,90.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,46,1,Mount Rainier,2.0,0,7,16,283
3294,20018,90.0,3,2.5,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,0,3,Washington,1.5,0,0,0,82
3296,20007,130.0,2,1.0,1.0,1.0,Pull-out Sofa,f,f,Apartment,moderate,t,2,2,0,1,Washington,2.0,0,0,0,89
3298,20016,155.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,1,1,9,2,Washington,4.0,27,57,87,362
3300,20007,89.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,14,Washington,2.0,0,0,0,165
3301,20007,130.0,5,1.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,13,1,Washington,2.5,18,48,78,353
3302,20007,55.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,t,2,2,1,2,Washington,2.0,0,0,0,14
3304,20016,155.0,4,2.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,93
3305,20007,2000.0,12,6.0,6.0,6.0,Real Bed,f,f,House,flexible,f,2,2,0,1,Washington,2.0,29,55,85,360
3306,20016,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,0,0,0,0
3307,20007,185.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,strict,f,2,3,3,2,Washington,1.3333333333333333,1,31,61,336
3308,20007,148.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,2,3,82,2,Washington,2.5,14,44,74,349
3309,20016,100.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,1,Washington,2.0,0,0,0,62
3314,20007,175.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,2,2,5,2,Washington,2.0,3,33,63,338
3316,20016,79.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,8,8,3,1,Washington,2.0,16,40,70,345
3320,20007,170.0,8,2.0,2.0,3.0,Real Bed,f,t,Apartment,strict,f,2,2,23,1,Washington,2.6666666666666665,9,36,66,333
3329,20007,139.0,2,1.0,0.0,1.0,Real Bed,f,t,House,flexible,f,1,1,12,2,Washington,2.0,9,35,55,330
3331,20007,80.0,2,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.0,0,0,11,286
3332,20007,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,moderate,f,1,1,4,2,Washington,2.0,0,5,16,263
3333,20016,95.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,moderate,t,1,1,32,1,Washington,2.0,0,12,39,314
3334,20007,113.0,6,1.0,1.0,4.0,Real Bed,f,t,Apartment,strict,t,4,4,237,1,Washington,1.5,15,45,75,131
3336,20007,450.0,5,2.0,1.0,2.0,Real Bed,f,f,House,flexible,f,2,2,0,1,Washington,2.5,30,60,90,365
3337,20007,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,0,0,270
3338,20007,115.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,8,1,Washington,4.0,30,60,90,365
3340,20007,80.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,1,Washington,3.0,0,0,18,293
3341,20016,120.0,3,1.0,1.0,3.0,Real Bed,f,t,Apartment,moderate,t,1,1,2,7,Washington,1.0,0,0,0,263
3343,20016,99.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,7,10,Washington,1.5,25,55,85,85
3344,20007,95.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,13,7,Washington,4.0,0,0,0,0
3345,20007,68.0,2,1.0,0.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,7,Washington,1.0,0,16,39,39
3346,20007,100.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,2,1,3,Washington,2.0,0,0,0,47
3347,20016,140.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,3,Washington,2.0,0,0,7,7
3348,20016,170.0,4,2.5,2.0,3.0,Real Bed,f,f,Apartment,moderate,f,1,1,1,3,Washington,1.3333333333333333,18,48,69,273
3349,20016,105.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,7,1,Washington,3.0,19,42,72,347
3350,20007,67.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,2,Washington,2.0,0,0,0,46
3351,20007,400.0,7,1.0,3.0,4.0,Real Bed,f,t,Townhouse,flexible,t,1,1,0,1,Washington,1.75,0,0,18,39
3352,20007,75.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,3.0,0,28,58,329
3353,20007,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,0,1,Washington,2.0,0,0,0,0
3354,20016,110.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,41,0,3,Washington,2.0,0,0,0,0
3355,20007,150.0,5,2.0,3.0,3.0,Real Bed,f,t,House,moderate,f,2,2,2,2,Washington,1.6666666666666667,0,3,15,171
3356,20016,64.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,t,1,1,1,4,Washington,3.0,0,0,0,24
3357,20007,200.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,t,1,1,2,3,Washington,2.0,4,15,45,320
3358,20007,70.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,2.0,0,0,0,141
3360,20008,97.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,19,47,77,77
3361,20008,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,3,0,1,Washington,2.0,0,9,34,309
3362,20008,400.0,9,2.5,4.0,5.0,Real Bed,t,f,Townhouse,strict,f,1,1,28,2,Washington,1.8,14,34,55,307
3363,20008,54.0,1,1.0,0.0,1.0,Airbed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,0,0,0,0
3365,20008,99.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,t,2,2,118,1,Washington,2.0,0,21,39,205
3369,20008,160.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,44,2,Washington,2.0,9,31,61,336
3370,20016,139.0,3,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,t,1,1,0,1,Washington,3.0,5,29,59,334
